名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1(0级)	魔法属性索引1(10级)	魔法属性索引2(0级)	魔法属性索引2(10级)	魔法属性索引3(0级)	魔法属性索引3(10级)	魔法属性索引4(0级)	魔法属性索引4(10级)	魔法属性索引5(0级)	魔法属性索引5(10级)	魔法属性索引6(0级)	魔法属性索引6(10级)	所在套装	6级技能ID	10级技能ID	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2	可熔炼属性数量	可熔炼纹钢品质	基础兵甲值	是否可升星装备	可镶嵌星辰石数量	装备突破祝福值	注灵位置数量	显示图标ID
[玄金]云鹿之安闲上戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，云鹿级逍遥剑法套装第三件	1	99999	10	0																						36	80	39	12									951	952	871	872	972	973	1014	1015	1331	1332	1291	1292	624			674	3			2	2	24					
[玄金]云鹿之安闲护腕	0	8	1	\spr\item\equip\bangle\obj-ma-bangle114.spr	34	1	2	玄金装备，云鹿级逍遥剑法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	80	39	12									952	953	911	912	971	972	1214	1215	1331	1332	1291	1292	624			674	4			2	2	24					
[玄金]云鹿之安闲腰带	0	6	0	\spr\item\equip\sash\obj-ma-sash114.spr	32	2	1	玄金装备，云鹿级逍遥剑法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	80	39	12									952	953	931	932	972	973	1174	1175	1331	1332	1291	1292	624			674	5	5995		2	2	24					
[玄金]云鹿之安闲衣	0	2	4	\spr\item\equip\armor\obj-ma-cloth131.spr	24	2	3	玄金装备，云鹿级逍遥剑法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	80	39	12									952	953	851	852	972	973	1014	1015	1234	1234	1291	1292	624			674	6			2	2	24					
[玄金]云鹿之安闲剑	0	0	0	\spr\item\equip\closeweapon\obj-sword48.spr	9	1	3	玄金装备，云鹿级逍遥剑法套装第七件	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	80	39	12									1038	1038	891	892	1074	1075	1194	1195	1316	1317	1291	1292	624			674	7			2	2	24					
[玄金]云鹿之安闲靴	0	5	0	\spr\item\equip\boots\obj-ma-shoes131.spr	26	2	2	玄金装备，云鹿级逍遥剑法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	80	39	12									952	953	871	872	972	973	1014	1015	1254	1255	1291	1292	624			674	8			2	2	24					
[玄金]云鹿之安闲腰坠	0	9	1	\spr\item\equip\waist\obj-waist114.spr	36	1	2	玄金装备，云鹿级逍遥剑法套装第九件	3	99999	10	0																						36	80	39	12									951	952	911	912	971	972	1214	1215	1331	1332	1291	1292	624			674	9	5996		2	2	24					
[玄金]云鹿之安闲下戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，云鹿级逍遥剑法套装第十件	4	99999	10	0																						36	80	39	12									951	952	931	932	971	972	1174	1175	1331	1332	1291	1292	624			674	10			2	2	24					
[玄金]苍狼之角丝项链	0	4	1	\spr\item\equip\nick\obj-neck114.spr	36	2	1	玄金装备，苍狼级逍遥琴法套装第一件	3	99999	10	0																						36	30	39	12									952	953	852	853	973	974	1015	1016	995	996	1292	1293	625			675	1	6002		2	3	80					
[玄金]苍狼之角丝冠	0	7	4	\spr\item\equip\cap\obj-ma-cap131.spr	28	2	2	玄金装备，苍狼级逍遥琴法套装第二件	4	99999	10	0	30	360	360	31	85	85																36	30	39	12									953	954	892	893	972	973	1195	1196	1332	1333	1292	1293	625			675	2			2	3	80					
[玄金]苍狼之角丝上戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，苍狼级逍遥琴法套装第三件	0	99999	10	0																						36	30	39	12									952	953	872	873	973	974	1015	1016	1332	1333	1292	1293	625			675	3			2	3	80					
[玄金]苍狼之角丝护腕	0	8	1	\spr\item\equip\bangle\obj-ma-bangle114.spr	34	1	2	玄金装备，苍狼级逍遥琴法套装第四件	2	99999	10	0	30	135	135	31	80	80																36	30	39	12									953	954	912	913	972	973	1215	1216	1332	1333	1292	1293	625			675	4			2	3	80					
[玄金]苍狼之角丝腰带	0	6	1	\spr\item\equip\sash\obj-ma-sash114.spr	33	2	1	玄金装备，苍狼级逍遥琴法套装第五件	1	99999	10	0	30	160	160	31	80	80																36	30	39	12									953	954	932	933	973	974	1175	1176	1332	1333	1292	1293	625			675	5	6003		2	3	80					
[玄金]苍狼之角丝衣	0	2	4	\spr\item\equip\armor\obj-ma-cloth131.spr	24	2	3	玄金装备，苍狼级逍遥琴法套装第六件	3	99999	10	0	30	720	720	31	90	90																36	30	39	12									953	954	852	853	973	974	1015	1016	1234	1234	1292	1293	625			675	6			2	3	80					
[玄金]苍狼之角丝琴	0	1	3	\spr\item\equip\closeweapon\obj-lyre01.spr	481	1	4	玄金装备，苍狼级逍遥琴法套装第七件	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	30	39	12									1058	1058	892	893	1155	1156	1195	1196	1332	1333	1292	1293	625			675	7			2	3	80					
[玄金]苍狼之角丝靴	0	5	0	\spr\item\equip\boots\obj-ma-shoes131.spr	26	2	2	玄金装备，苍狼级逍遥琴法套装第八件	0	99999	10	0	30	160	160	31	80	80																36	30	39	12									953	954	872	873	973	974	1015	1016	1255	1256	1292	1293	625			675	8			2	3	80					
[玄金]苍狼之角丝腰坠	0	9	1	\spr\item\equip\waist\obj-waist114.spr	36	1	2	玄金装备，苍狼级逍遥琴法套装第九件	2	99999	10	0																						36	30	39	12									952	953	912	913	972	973	1215	1216	1332	1333	1292	1293	625			675	9	6004		2	3	80					
[玄金]苍狼之角丝下戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，苍狼级逍遥琴法套装第十件	1	99999	10	0																						36	30	39	12									952	953	932	933	972	973	1175	1176	1332	1333	1292	1293	625			675	10			2	3	80					
[玄金]苍狼之鄘风项链	0	4	1	\spr\item\equip\nick\obj-neck114.spr	36	2	1	玄金装备，苍狼级逍遥剑法套装第一件	0	99999	10	0																						36	30	39	12									952	953	852	853	973	974	1015	1016	995	996	1292	1293	626			676	1	5994		2	3	80					
[玄金]苍狼之鄘风冠	0	7	4	\spr\item\equip\cap\obj-ma-cap131.spr	28	2	2	玄金装备，苍狼级逍遥剑法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	30	39	12									953	954	892	893	972	973	1195	1196	1332	1333	1292	1293	626			676	2			2	3	80					
[玄金]苍狼之鄘风上戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，苍狼级逍遥剑法套装第三件	1	99999	10	0																						36	30	39	12									952	953	872	873	973	974	1015	1016	1332	1333	1292	1293	626			676	3			2	3	80					
[玄金]苍狼之鄘风护腕	0	8	1	\spr\item\equip\bangle\obj-ma-bangle114.spr	34	1	2	玄金装备，苍狼级逍遥剑法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	30	39	12									953	954	912	913	972	973	1215	1216	1332	1333	1292	1293	626			676	4			2	3	80					
[玄金]苍狼之鄘风腰带	0	6	0	\spr\item\equip\sash\obj-ma-sash114.spr	32	2	1	玄金装备，苍狼级逍遥剑法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	30	39	12									953	954	932	933	973	974	1175	1176	1332	1333	1292	1293	626			676	5	5995		2	3	80					
[玄金]苍狼之鄘风衣	0	2	4	\spr\item\equip\armor\obj-ma-cloth131.spr	24	2	3	玄金装备，苍狼级逍遥剑法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	30	39	12									953	954	852	853	973	974	1015	1016	1234	1234	1292	1293	626			676	6			2	3	80					
[玄金]苍狼之鄘风剑	0	0	0	\spr\item\equip\closeweapon\obj-sword48.spr	9	1	3	玄金装备，苍狼级逍遥剑法套装第七件	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	30	39	12									1039	1039	892	893	1075	1076	1195	1196	1317	1318	1292	1293	626			676	7			2	3	80					
[玄金]苍狼之鄘风靴	0	5	0	\spr\item\equip\boots\obj-ma-shoes131.spr	26	2	2	玄金装备，苍狼级逍遥剑法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	30	39	12									953	954	872	873	973	974	1015	1016	1255	1256	1292	1293	626			676	8			2	3	80					
[玄金]苍狼之鄘风腰坠	0	9	1	\spr\item\equip\waist\obj-waist114.spr	36	1	2	玄金装备，苍狼级逍遥剑法套装第九件	3	99999	10	0																						36	30	39	12									952	953	912	913	972	973	1215	1216	1332	1333	1292	1293	626			676	9	5996		2	3	80					
[玄金]苍狼之鄘风下戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，苍狼级逍遥剑法套装第十件	4	99999	10	0																						36	30	39	12									952	953	932	933	972	973	1175	1176	1332	1333	1292	1293	626			676	10			2	3	80					
[玄金]玄猿之垂怜项链	0	4	1	\spr\item\equip\nick\obj-neck114.spr	36	2	1	玄金装备，玄猿级逍遥琴法套装第一件	3	99999	10	0																						36	120	39	12									953	954	853	854	974	975	1016	1017	996	997	1293	1294	627			677	1	6005	1273	2	4	200					
[玄金]玄猿之垂怜冠	0	7	4	\spr\item\equip\cap\obj-ma-cap131.spr	28	2	2	玄金装备，玄猿级逍遥琴法套装第二件	4	99999	10	0	30	360	360	31	85	85																36	120	39	12									954	955	893	894	973	974	1196	1197	1333	1334	1293	1294	627			677	2	1426	1273	2	4	200					
[玄金]玄猿之垂怜上戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，玄猿级逍遥琴法套装第三件	0	99999	10	0																						36	120	39	12									953	954	873	874	974	975	1016	1017	1333	1334	1293	1294	627			677	3	130		2	4	200					
[玄金]玄猿之垂怜护腕	0	8	1	\spr\item\equip\bangle\obj-ma-bangle114.spr	34	1	2	玄金装备，玄猿级逍遥琴法套装第四件	2	99999	10	0	30	135	135	31	80	80																36	120	39	12									954	955	913	914	973	974	1216	1217	1333	1334	1293	1294	627			677	4	1426	6006	2	4	200					
[玄金]玄猿之垂怜腰带	0	6	1	\spr\item\equip\sash\obj-ma-sash114.spr	33	2	1	玄金装备，玄猿级逍遥琴法套装第五件	1	99999	10	0	30	160	160	31	80	80																36	120	39	12									954	955	933	934	974	975	1176	1177	1333	1334	1293	1294	627			677	5	6007	1273	2	4	200					
[玄金]玄猿之垂怜衣	0	2	4	\spr\item\equip\armor\obj-ma-cloth131.spr	24	2	3	玄金装备，玄猿级逍遥琴法套装第六件	3	99999	10	0	30	720	720	31	90	90																36	120	39	12									954	955	853	854	974	975	1016	1017	1235	1235	1293	1294	627			677	6	1426	1273	2	4	200					
[玄金]玄猿之垂怜琴	0	1	3	\spr\item\equip\closeweapon\obj-lyre01.spr	481	1	4	玄金装备，玄猿级逍遥琴法套装第七件	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	12									1358	1358	893	894	1156	1157	1196	1197	1333	1334	1293	1294	627			677	7	1426	130	2	4	200					
[玄金]玄猿之垂怜靴	0	5	0	\spr\item\equip\boots\obj-ma-shoes131.spr	26	2	2	玄金装备，玄猿级逍遥琴法套装第八件	0	99999	10	0	30	160	160	31	80	80																36	120	39	12									954	955	873	874	974	975	1016	1017	1256	1257	1293	1294	627			677	8	1426	1273	2	4	200					
[玄金]玄猿之垂怜腰坠	0	9	1	\spr\item\equip\waist\obj-waist114.spr	36	1	2	玄金装备，玄猿级逍遥琴法套装第九件	2	99999	10	0																						36	120	39	12									953	954	913	914	973	974	1216	1217	1333	1334	1293	1294	627			677	9	6008	1273	2	4	200					
[玄金]玄猿之垂怜下戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，玄猿级逍遥琴法套装第十件	1	99999	10	0																						36	120	39	12									953	954	933	934	973	974	1176	1177	1333	1334	1293	1294	627			677	10	130		2	4	200					
[玄金]玄猿之上清项链	0	4	1	\spr\item\equip\nick\obj-neck114.spr	36	2	1	玄金装备，玄猿级逍遥剑法套装第一件	0	99999	10	0																						36	120	39	12									953	954	853	854	974	975	1016	1017	996	997	1293	1294	628			678	1	5997	1273	2	4	200					
[玄金]玄猿之上清冠	0	7	4	\spr\item\equip\cap\obj-ma-cap131.spr	28	2	2	玄金装备，玄猿级逍遥剑法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	120	39	12									954	955	893	894	973	974	1196	1197	1333	1334	1293	1294	628			678	2	1426	1273	2	4	200					
[玄金]玄猿之上清上戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，玄猿级逍遥剑法套装第三件	1	99999	10	0																						36	120	39	12									953	954	873	874	974	975	1016	1017	1333	1334	1293	1294	628			678	3	130		2	4	200					
[玄金]玄猿之上清护腕	0	8	1	\spr\item\equip\bangle\obj-ma-bangle114.spr	34	1	2	玄金装备，玄猿级逍遥剑法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	120	39	12									954	955	913	914	973	974	1216	1217	1333	1334	1293	1294	628			678	4	1426	5998	2	4	200					
[玄金]玄猿之上清腰带	0	6	0	\spr\item\equip\sash\obj-ma-sash114.spr	32	2	1	玄金装备，玄猿级逍遥剑法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	120	39	12									954	955	933	934	974	975	1176	1177	1333	1334	1293	1294	628			678	5	5999	1273	2	4	200					
[玄金]玄猿之上清衣	0	2	4	\spr\item\equip\armor\obj-ma-cloth131.spr	24	2	3	玄金装备，玄猿级逍遥剑法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	120	39	12									954	955	853	854	974	975	1016	1017	1235	1235	1293	1294	628			678	6	1426	1273	2	4	200					
[玄金]玄猿之上清剑	0	0	0	\spr\item\equip\closeweapon\obj-sword48.spr	9	1	3	玄金装备，玄猿级逍遥剑法套装第七件	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	12									1353	1353	893	894	1076	1077	1196	1197	1318	1319	1293	1294	628			678	7	1426	130	2	4	200					
[玄金]玄猿之上清靴	0	5	0	\spr\item\equip\boots\obj-ma-shoes131.spr	26	2	2	玄金装备，玄猿级逍遥剑法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	120	39	12									954	955	873	874	974	975	1016	1017	1256	1257	1293	1294	628			678	8	1426	1273	2	4	200					
[玄金]玄猿之上清腰坠	0	9	1	\spr\item\equip\waist\obj-waist114.spr	36	1	2	玄金装备，玄猿级逍遥剑法套装第九件	3	99999	10	0																						36	120	39	12									953	954	913	914	973	974	1216	1217	1333	1334	1293	1294	628			678	9	6000	1273	2	4	200					
[玄金]玄猿之上清下戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，玄猿级逍遥剑法套装第十件	4	99999	10	0																						36	120	39	12									953	954	933	934	973	974	1176	1177	1333	1334	1293	1294	628			678	10	130		2	4	200					
[玄金]紫蟒之太簇项链	0	4	1	\spr\item\equip\nick\obj-neck114.spr	36	2	1	玄金装备，紫蟒级逍遥琴法套装第一件	3	99999	10	0																						36	120	39	12									954	955	854	855	975	976	1017	1018	997	998	1294	1295	629			679	1	6005	1274	2	5	600					
[玄金]紫蟒之太簇冠	0	7	4	\spr\item\equip\cap\obj-ma-cap131.spr	28	2	2	玄金装备，紫蟒级逍遥琴法套装第二件	4	99999	10	0	30	360	360	31	85	85																36	120	39	12									955	956	894	895	974	975	1197	1198	1334	1335	1294	1295	629			679	2	1427	1274	2	5	600					
[玄金]紫蟒之太簇上戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，紫蟒级逍遥琴法套装第三件	0	99999	10	0																						36	120	39	12									954	955	874	875	975	976	1017	1018	1334	1335	1294	1295	629			679	3	130		2	5	600					
[玄金]紫蟒之太簇护腕	0	8	1	\spr\item\equip\bangle\obj-ma-bangle114.spr	34	1	2	玄金装备，紫蟒级逍遥琴法套装第四件	2	99999	10	0	30	135	135	31	80	80																36	120	39	12									955	956	914	915	974	975	1217	1218	1334	1335	1294	1295	629			679	4	1427	6006	2	5	600					
[玄金]紫蟒之太簇腰带	0	6	1	\spr\item\equip\sash\obj-ma-sash114.spr	33	2	1	玄金装备，紫蟒级逍遥琴法套装第五件	1	99999	10	0	30	160	160	31	80	80																36	120	39	12									955	956	934	935	975	976	1177	1178	1334	1335	1294	1295	629			679	5	6007	1274	2	5	600					
[玄金]紫蟒之太簇衣	0	2	4	\spr\item\equip\armor\obj-ma-cloth131.spr	24	2	3	玄金装备，紫蟒级逍遥琴法套装第六件	3	99999	10	0	30	720	720	31	90	90																36	120	39	12									955	956	854	855	975	976	1017	1018	1235	1235	1294	1295	629			679	6	1427	1274	2	5	600					
[玄金]紫蟒之太簇琴	0	1	3	\spr\item\equip\closeweapon\obj-lyre01.spr	481	1	4	玄金装备，紫蟒级逍遥琴法套装第七件	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	12									1358	1358	894	895	1157	1158	1197	1198	1334	1335	1294	1295	629			679	7	1427	130	2	5	600					
[玄金]紫蟒之太簇靴	0	5	0	\spr\item\equip\boots\obj-ma-shoes131.spr	26	2	2	玄金装备，紫蟒级逍遥琴法套装第八件	0	99999	10	0	30	160	160	31	80	80																36	120	39	12									955	956	874	875	975	976	1017	1018	1257	1258	1294	1295	629			679	8	1427	1274	2	5	600					
[玄金]紫蟒之太簇腰坠	0	9	1	\spr\item\equip\waist\obj-waist114.spr	36	1	2	玄金装备，紫蟒级逍遥琴法套装第九件	2	99999	10	0																						36	120	39	12									954	955	914	915	974	975	1217	1218	1334	1335	1294	1295	629			679	9	6008	1274	2	5	600					
[玄金]紫蟒之太簇下戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，紫蟒级逍遥琴法套装第十件	1	99999	10	0																						36	120	39	12									954	955	934	935	974	975	1177	1178	1334	1335	1294	1295	629			679	10	130		2	5	600					
[玄金]紫蟒之召南项链	0	4	1	\spr\item\equip\nick\obj-neck114.spr	36	2	1	玄金装备，紫蟒级逍遥剑法套装第一件	0	99999	10	0																						36	120	39	12									954	955	854	855	975	976	1017	1018	997	998	1294	1295	630			680	1	5997	1274	2	5	600					
[玄金]紫蟒之召南冠	0	7	4	\spr\item\equip\cap\obj-ma-cap131.spr	28	2	2	玄金装备，紫蟒级逍遥剑法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	120	39	12									955	956	894	895	974	975	1197	1198	1334	1335	1294	1295	630			680	2	1427	1274	2	5	600					
[玄金]紫蟒之召南上戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，紫蟒级逍遥剑法套装第三件	1	99999	10	0																						36	120	39	12									954	955	874	875	975	976	1017	1018	1334	1335	1294	1295	630			680	3	130		2	5	600					
[玄金]紫蟒之召南护腕	0	8	1	\spr\item\equip\bangle\obj-ma-bangle114.spr	34	1	2	玄金装备，紫蟒级逍遥剑法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	120	39	12									955	956	914	915	974	975	1217	1218	1334	1335	1294	1295	630			680	4	1427	5998	2	5	600					
[玄金]紫蟒之召南腰带	0	6	0	\spr\item\equip\sash\obj-ma-sash114.spr	32	2	1	玄金装备，紫蟒级逍遥剑法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	120	39	12									955	956	934	935	975	976	1177	1178	1334	1335	1294	1295	630			680	5	5999	1274	2	5	600					
[玄金]紫蟒之召南衣	0	2	4	\spr\item\equip\armor\obj-ma-cloth131.spr	24	2	3	玄金装备，紫蟒级逍遥剑法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	120	39	12									955	956	854	855	975	976	1017	1018	1235	1235	1294	1295	630			680	6	1427	1274	2	5	600					
[玄金]紫蟒之召南剑	0	0	0	\spr\item\equip\closeweapon\obj-sword48.spr	9	1	3	玄金装备，紫蟒级逍遥剑法套装第七件	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	12									1353	1353	894	895	1077	1078	1197	1198	1319	1320	1294	1295	630			680	7	1427	130	2	5	600					
